Age,Gender,Skill_Level,Play_Time,Location,Win_Rate,Total_Matches_Played,Favorite_Court_Type,Average_Match_Duration,Coach_Affiliation,Rating_Score
33,Male,Beginner,Afternoon,Argentina,88,220,Indoor,35,No,1348
41,Male,Professional,Afternoon,Germany,71,344,Outdoor,119,No,2231
43,Male,Professional,Afternoon,United States,58,451,Outdoor,67,No,1933
34,Male,Advanced,Afternoon,Argentina,46,206,Any,97,Yes,2139
26,Female,Advanced,Evening,Italy,49,150,Indoor,52,Yes,1127
40,Female,Advanced,Morning,Brazil,49,164,Indoor,39,Yes,2366
49,Male,Intermediate,Evening,Portugal,61,439,Any,107,Yes,1015
23,Female,Beginner,Morning,United Kingdom,37,204,Outdoor,54,No,2363
40,Male,Advanced,Afternoon,Saudi Arabia,45,165,Indoor,111,Yes,2407
40,Male,Intermediate,Morning,United Kingdom,31,100,Outdoor,91,No,1689
48,Female,Advanced,Morning,Argentina,64,235,Indoor,67,No,1813
27,Female,Beginner,Evening,France,45,458,Indoor,98,Yes,1347
24,Male,Advanced,Morning,Spain,68,45,Any,43,No,1340
26,Male,Professional,Afternoon,Germany,66,95,Any,61,No,1868
38,Male,Advanced,Evening,Qatar,78,177,Any,40,No,2150
24,Female,Beginner,Afternoon,Saudi Arabia,31,65,Indoor,49,Yes,1980
49,Male,Beginner,Afternoon,Mexico,65,188,Outdoor,106,No,1039
34,Male,Professional,Evening,Argentina,64,138,Outdoor,45,Yes,1093
51,Male,Advanced,Morning,Mexico,78,427,Any,42,No,1016
18,Male,Advanced,Afternoon,Lebanon,30,95,Any,60,Yes,2321
49,Male,Beginner,Morning,United Arab Emirates,87,238,Outdoor,38,Yes,1049
31,Female,Professional,Afternoon,United Kingdom,67,486,Outdoor,59,No,2018
52,Female,Beginner,Morning,Saudi Arabia,48,92,Outdoor,55,Yes,1017
42,Female,Beginner,Afternoon,France,38,288,Outdoor,55,Yes,1331
42,Male,Advanced,Evening,United Arab Emirates,32,199,Any,109,Yes,1955
47,Male,Beginner,Afternoon,Finland,43,398,Outdoor,107,No,1950
27,Female,Professional,Morning,Spain,41,255,Indoor,75,Yes,1122
54,Female,Intermediate,Evening,Brazil,69,388,Indoor,118,Yes,2263
31,Female,Beginner,Morning,Chile,52,421,Any,52,No,1451
46,Female,Intermediate,Morning,United Kingdom,37,206,Any,76,Yes,1433
46,Male,Beginner,Afternoon,Mexico,83,259,Indoor,104,No,2454
51,Male,Beginner,Morning,Brazil,31,140,Outdoor,89,Yes,1003
45,Female,Professional,Evening,United States,79,377,Outdoor,115,No,1813
28,Male,Advanced,Morning,Lebanon,45,454,Any,117,No,1687
53,Male,Intermediate,Evening,Italy,56,210,Indoor,118,Yes,2025
53,Male,Professional,Morning,United Arab Emirates,59,158,Indoor,33,Yes,2251
30,Female,Professional,Afternoon,United States,40,189,Outdoor,61,No,1543
28,Female,Intermediate,Morning,Lebanon,50,254,Outdoor,66,Yes,1676
40,Male,Intermediate,Afternoon,Argentina,63,90,Outdoor,110,No,2001
45,Male,Professional,Evening,Argentina,55,133,Indoor,93,Yes,1491
19,Female,Intermediate,Morning,France,41,394,Any,43,No,1561
19,Male,Intermediate,Morning,Chile,36,74,Any,54,Yes,2456
27,Male,Beginner,Evening,Chile,87,342,Indoor,47,Yes,1969
26,Female,Professional,Evening,Lebanon,77,362,Outdoor,33,Yes,2182
25,Female,Beginner,Afternoon,Belgium,49,243,Any,34,No,1904
44,Male,Beginner,Afternoon,Italy,38,473,Any,48,Yes,1550
24,Female,Professional,Afternoon,Mexico,36,455,Indoor,88,Yes,1457
39,Male,Professional,Afternoon,Portugal,73,225,Outdoor,94,Yes,1446
43,Male,Beginner,Morning,Brazil,41,10,Indoor,104,Yes,1975
23,Male,Advanced,Evening,United Kingdom,37,320,Indoor,30,Yes,2325
28,Male,Professional,Morning,France,85,164,Any,119,No,1257
26,Female,Advanced,Evening,France,36,132,Outdoor,86,Yes,1986
51,Male,Beginner,Morning,Italy,78,95,Any,65,No,1333
37,Female,Advanced,Morning,United States,64,461,Outdoor,65,No,1206
24,Male,Beginner,Evening,Sweden,82,257,Any,110,No,2490
36,Female,Professional,Morning,Italy,77,277,Any,102,Yes,1699
53,Female,Intermediate,Evening,Mexico,43,463,Outdoor,53,Yes,1388
33,Male,Beginner,Morning,Denmark,33,141,Any,100,No,1281
24,Male,Advanced,Evening,United Arab Emirates,57,391,Any,98,Yes,2107
41,Female,Advanced,Evening,Italy,73,476,Outdoor,30,Yes,1439
36,Male,Advanced,Morning,Mexico,73,25,Outdoor,88,No,1235
53,Male,Professional,Evening,Spain,68,223,Any,41,Yes,1104
51,Male,Beginner,Morning,United States,75,103,Indoor,100,Yes,2078
25,Male,Professional,Morning,Mexico,47,385,Any,98,No,1785
33,Female,Advanced,Morning,Argentina,37,489,Indoor,51,No,1636
40,Female,Professional,Afternoon,United Arab Emirates,79,314,Outdoor,37,Yes,2094
30,Male,Intermediate,Morning,Finland,66,368,Any,91,No,2165
23,Female,Professional,Morning,Sweden,55,46,Indoor,64,Yes,1253
52,Male,Intermediate,Afternoon,Portugal,67,326,Indoor,53,Yes,1274
50,Male,Advanced,Evening,Argentina,39,299,Outdoor,73,Yes,1239
37,Male,Advanced,Evening,Mexico,33,252,Outdoor,56,Yes,1976
25,Female,Advanced,Morning,France,62,404,Any,100,No,2210
30,Male,Intermediate,Afternoon,Brazil,73,207,Indoor,34,Yes,1158
19,Male,Advanced,Morning,Italy,60,129,Outdoor,43,Yes,1588
48,Female,Professional,Evening,Portugal,37,377,Outdoor,54,Yes,2330
52,Male,Beginner,Morning,Sweden,50,341,Outdoor,75,Yes,2303
27,Male,Beginner,Evening,Qatar,34,299,Any,110,Yes,1204
41,Male,Intermediate,Morning,Portugal,56,136,Outdoor,105,Yes,2107
35,Female,Intermediate,Afternoon,United States,51,305,Indoor,72,Yes,1114
27,Male,Beginner,Morning,France,32,236,Outdoor,81,Yes,1470
47,Female,Beginner,Evening,France,80,233,Outdoor,63,No,1022
24,Male,Professional,Morning,Chile,34,438,Any,31,No,1421
27,Female,Advanced,Morning,Saudi Arabia,84,208,Outdoor,47,No,1218
27,Male,Intermediate,Afternoon,Denmark,45,303,Any,108,No,1545
19,Male,Intermediate,Evening,Saudi Arabia,77,146,Outdoor,118,No,1546
21,Female,Advanced,Evening,Sweden,78,338,Outdoor,65,No,1044
36,Male,Professional,Afternoon,Belgium,39,79,Indoor,73,No,1828
50,Female,Advanced,Morning,Mexico,57,262,Outdoor,103,Yes,1736
32,Female,Professional,Morning,Mexico,33,68,Any,46,Yes,1378
55,Male,Advanced,Evening,Qatar,73,199,Indoor,58,Yes,2084
21,Female,Intermediate,Evening,Spain,50,267,Indoor,35,No,1129
41,Female,Professional,Evening,Italy,30,449,Outdoor,33,No,1885
53,Male,Beginner,Afternoon,Portugal,84,393,Any,99,Yes,1729
34,Male,Professional,Evening,France,47,350,Indoor,67,No,2287
23,Male,Professional,Afternoon,United Kingdom,65,122,Outdoor,108,Yes,1930
55,Male,Professional,Afternoon,Italy,37,467,Any,70,No,1902
21,Female,Intermediate,Morning,Sweden,50,470,Indoor,90,Yes,2457
29,Female,Advanced,Evening,France,64,357,Outdoor,71,Yes,1585
44,Female,Intermediate,Evening,Portugal,74,226,Indoor,43,Yes,1809
52,Female,Intermediate,Evening,Chile,81,154,Any,31,No,1969
50,Male,Professional,Morning,France,58,417,Outdoor,40,Yes,1411
34,Male,Professional,Evening,Lebanon,89,385,Indoor,107,No,2219
52,Male,Intermediate,Evening,Denmark,31,173,Any,87,No,2458
52,Male,Beginner,Afternoon,France,84,63,Indoor,114,Yes,2006
33,Female,Advanced,Evening,Mexico,52,413,Outdoor,50,No,1827
23,Male,Intermediate,Morning,Portugal,45,99,Indoor,88,No,2086
44,Female,Beginner,Evening,Brazil,47,382,Outdoor,101,Yes,2113
23,Female,Intermediate,Morning,Italy,41,340,Any,113,Yes,1386
45,Male,Advanced,Afternoon,Germany,82,337,Any,38,No,2105
28,Male,Advanced,Afternoon,United Arab Emirates,37,63,Any,120,No,1527
43,Female,Intermediate,Evening,Mexico,31,483,Any,58,Yes,1907
34,Female,Advanced,Morning,Mexico,72,57,Any,100,Yes,1735
45,Female,Intermediate,Morning,Finland,68,181,Indoor,117,No,1222
44,Male,Professional,Afternoon,Denmark,38,97,Indoor,103,No,2090
46,Female,Advanced,Morning,France,51,13,Indoor,101,No,2101
39,Female,Professional,Afternoon,Saudi Arabia,60,442,Outdoor,58,Yes,1458
46,Female,Professional,Morning,Finland,74,44,Outdoor,50,No,2400
39,Male,Advanced,Afternoon,Germany,44,310,Outdoor,85,No,1220
23,Female,Intermediate,Evening,Belgium,49,258,Any,57,Yes,1523
42,Female,Intermediate,Afternoon,Belgium,30,447,Outdoor,108,No,1475
22,Male,Intermediate,Morning,Brazil,57,500,Outdoor,92,No,1404
47,Female,Advanced,Morning,Mexico,64,249,Indoor,46,Yes,2483
23,Female,Intermediate,Morning,Brazil,64,260,Any,86,Yes,1343
45,Female,Beginner,Morning,Brazil,61,447,Outdoor,31,Yes,1057
40,Male,Beginner,Afternoon,United Kingdom,64,371,Any,120,No,2062
53,Female,Advanced,Afternoon,Belgium,43,339,Outdoor,41,No,2416
37,Female,Beginner,Morning,Germany,38,358,Outdoor,90,No,2151
31,Female,Intermediate,Evening,Chile,74,168,Indoor,64,Yes,1097
48,Female,Advanced,Evening,United Kingdom,64,219,Outdoor,114,No,2449
54,Male,Intermediate,Evening,Mexico,70,386,Indoor,91,Yes,1377
26,Female,Professional,Evening,Portugal,70,281,Any,46,No,1862
18,Male,Beginner,Evening,Mexico,55,111,Outdoor,43,No,1976
46,Male,Beginner,Evening,Chile,84,386,Indoor,98,No,1504
27,Female,Intermediate,Morning,Argentina,79,445,Outdoor,40,Yes,1520
46,Female,Professional,Morning,United Arab Emirates,60,14,Any,61,No,1189
23,Male,Professional,Morning,Germany,88,197,Outdoor,81,Yes,1584
41,Male,Professional,Morning,Finland,39,69,Outdoor,67,No,1206
28,Female,Beginner,Morning,Argentina,53,453,Any,94,No,1429
54,Female,Professional,Morning,Netherlands,64,351,Indoor,38,No,1994
32,Male,Intermediate,Morning,Finland,82,468,Any,78,Yes,1216
18,Female,Intermediate,Evening,France,47,421,Outdoor,50,Yes,1756
30,Male,Beginner,Morning,Portugal,51,303,Any,49,No,2176
27,Male,Professional,Morning,Finland,85,461,Outdoor,44,No,1832
25,Female,Advanced,Evening,Chile,45,160,Outdoor,42,Yes,1739
47,Female,Professional,Afternoon,Spain,34,494,Outdoor,71,Yes,1660
41,Male,Professional,Afternoon,Spain,43,179,Indoor,77,No,1051
51,Female,Beginner,Evening,Saudi Arabia,76,295,Outdoor,114,No,1648
55,Female,Advanced,Afternoon,Saudi Arabia,51,157,Indoor,73,No,1700
35,Female,Intermediate,Evening,Lebanon,45,71,Indoor,40,No,1854
25,Female,Advanced,Afternoon,Portugal,76,276,Outdoor,64,No,1886
26,Female,Beginner,Afternoon,Belgium,49,303,Outdoor,54,Yes,2393
36,Female,Intermediate,Morning,Saudi Arabia,81,420,Any,87,No,1823
50,Male,Advanced,Evening,Qatar,68,36,Outdoor,44,No,1492
46,Female,Professional,Evening,Saudi Arabia,68,161,Outdoor,74,No,1487
48,Female,Intermediate,Afternoon,Finland,46,85,Outdoor,38,No,1371
50,Female,Beginner,Morning,Chile,75,213,Any,96,No,2121
50,Female,Advanced,Evening,Argentina,86,237,Outdoor,44,No,2380
48,Female,Intermediate,Afternoon,Saudi Arabia,64,482,Outdoor,79,Yes,1973
30,Male,Professional,Evening,Qatar,46,420,Any,63,Yes,1223
26,Female,Intermediate,Morning,United Arab Emirates,58,78,Indoor,38,Yes,1118
43,Male,Advanced,Afternoon,Belgium,31,377,Any,48,Yes,2154
24,Male,Intermediate,Afternoon,France,87,429,Outdoor,116,Yes,2419
51,Female,Advanced,Evening,Denmark,45,110,Indoor,48,No,1878
52,Male,Beginner,Morning,Spain,87,242,Indoor,96,Yes,2341
21,Female,Advanced,Evening,Germany,50,112,Indoor,83,Yes,1291
43,Male,Intermediate,Evening,Chile,87,312,Outdoor,73,No,1593
36,Male,Intermediate,Afternoon,Netherlands,75,286,Indoor,40,Yes,2432
52,Female,Advanced,Morning,France,54,165,Indoor,99,No,1389
36,Male,Intermediate,Evening,Denmark,64,413,Any,82,No,1998
26,Male,Advanced,Morning,Finland,48,346,Outdoor,35,Yes,2011
22,Male,Beginner,Morning,Chile,55,148,Indoor,33,Yes,2302
47,Male,Intermediate,Morning,United Kingdom,40,337,Indoor,44,No,1713
50,Female,Advanced,Morning,Lebanon,79,216,Outdoor,84,Yes,1965
41,Male,Intermediate,Evening,Portugal,61,70,Any,99,No,1455
22,Female,Advanced,Afternoon,Qatar,50,476,Outdoor,86,Yes,1098
30,Female,Beginner,Evening,Belgium,37,190,Outdoor,87,No,1638
42,Female,Professional,Afternoon,United Arab Emirates,42,280,Indoor,80,Yes,1393
19,Male,Intermediate,Morning,Lebanon,53,104,Indoor,111,Yes,1244
33,Female,Beginner,Afternoon,Qatar,65,340,Indoor,98,Yes,1301
19,Male,Professional,Evening,United Arab Emirates,30,14,Outdoor,104,Yes,1450
28,Male,Professional,Morning,Spain,61,352,Outdoor,91,Yes,1297
27,Female,Professional,Afternoon,Lebanon,62,271,Outdoor,36,No,1867
53,Male,Beginner,Morning,Brazil,85,409,Any,48,Yes,2167
42,Male,Professional,Afternoon,Denmark,41,465,Indoor,62,Yes,2236
41,Male,Advanced,Evening,Denmark,32,87,Outdoor,116,No,1800
51,Male,Beginner,Morning,France,68,434,Outdoor,114,Yes,1958
27,Female,Advanced,Afternoon,Netherlands,82,260,Indoor,85,Yes,1416
41,Female,Advanced,Evening,Sweden,44,314,Any,120,No,1282
44,Female,Intermediate,Morning,Italy,48,288,Outdoor,87,Yes,1278
47,Female,Advanced,Evening,United Arab Emirates,64,127,Outdoor,45,No,2374
33,Female,Advanced,Afternoon,Spain,39,360,Any,59,Yes,1079
36,Female,Beginner,Morning,Portugal,86,327,Any,35,No,1687
30,Male,Advanced,Afternoon,Netherlands,64,374,Outdoor,77,Yes,2460
20,Female,Advanced,Evening,Saudi Arabia,49,285,Indoor,97,Yes,1194
47,Male,Advanced,Afternoon,France,76,197,Outdoor,56,Yes,2131
23,Male,Beginner,Evening,Netherlands,55,441,Any,68,Yes,2452
32,Male,Professional,Morning,Portugal,47,243,Any,64,Yes,1791
19,Male,Beginner,Morning,Lebanon,71,312,Any,113,Yes,1369
28,Female,Beginner,Evening,France,44,151,Any,103,No,1049
45,Female,Intermediate,Evening,Argentina,45,201,Any,45,Yes,2292
36,Female,Professional,Afternoon,Mexico,60,492,Indoor,117,No,1283
39,Male,Advanced,Evening,France,44,451,Any,44,Yes,1893
50,Female,Professional,Afternoon,Chile,76,28,Indoor,106,Yes,2290
53,Female,Beginner,Morning,Mexico,37,328,Outdoor,119,Yes,1953
51,Female,Beginner,Evening,United Kingdom,38,209,Any,105,No,1109
46,Male,Intermediate,Evening,Netherlands,51,306,Outdoor,77,No,1670
55,Male,Professional,Morning,Sweden,74,133,Any,36,Yes,2455
32,Female,Beginner,Afternoon,France,74,245,Indoor,79,Yes,2263
42,Female,Beginner,Morning,Netherlands,63,362,Outdoor,50,No,1975
27,Female,Beginner,Evening,United Kingdom,73,460,Any,42,No,1919
55,Female,Advanced,Evening,Chile,39,347,Any,101,Yes,2195
36,Male,Professional,Evening,Brazil,79,416,Outdoor,34,No,1435
51,Male,Intermediate,Morning,United Kingdom,33,24,Indoor,76,No,1681
35,Female,Professional,Afternoon,United Arab Emirates,48,94,Outdoor,35,No,1954
20,Female,Advanced,Morning,Qatar,49,312,Any,40,Yes,2258
55,Male,Beginner,Morning,United Kingdom,43,464,Any,32,No,2261
38,Male,Professional,Afternoon,Portugal,30,190,Indoor,113,No,1541
25,Male,Intermediate,Evening,France,33,414,Any,92,No,1288
37,Female,Intermediate,Morning,United Kingdom,72,308,Indoor,78,Yes,1560
42,Male,Intermediate,Morning,Finland,36,359,Any,50,No,1796
38,Male,Advanced,Morning,Argentina,84,226,Indoor,110,Yes,1316
38,Male,Beginner,Evening,Chile,59,144,Indoor,85,No,2218
20,Male,Intermediate,Afternoon,Saudi Arabia,30,452,Indoor,74,No,1007
26,Male,Intermediate,Afternoon,Chile,44,450,Outdoor,57,Yes,1447
20,Female,Advanced,Morning,Italy,44,67,Any,65,Yes,2219
40,Female,Intermediate,Morning,United Kingdom,37,182,Outdoor,38,Yes,1591
25,Male,Beginner,Morning,Sweden,50,430,Outdoor,83,No,1818
18,Female,Beginner,Evening,Portugal,70,412,Any,65,No,1045
24,Female,Professional,Afternoon,Argentina,76,21,Outdoor,72,No,1417
26,Male,Intermediate,Evening,Spain,58,273,Any,81,Yes,1699
49,Male,Beginner,Afternoon,Sweden,31,164,Outdoor,32,Yes,2206
50,Male,Intermediate,Morning,Sweden,63,469,Any,46,No,1052
36,Male,Beginner,Evening,Lebanon,45,85,Outdoor,62,No,1216
41,Male,Professional,Evening,Mexico,69,16,Indoor,93,No,1258
47,Male,Intermediate,Afternoon,Germany,48,164,Indoor,69,No,1985
19,Male,Professional,Evening,Argentina,76,120,Any,38,No,1434
53,Male,Intermediate,Afternoon,Spain,90,46,Any,42,Yes,1629
34,Female,Professional,Morning,United States,34,106,Outdoor,43,No,1304
25,Female,Intermediate,Morning,United Kingdom,34,193,Outdoor,120,No,1820
45,Male,Advanced,Evening,Spain,85,110,Indoor,113,No,2012
44,Female,Beginner,Evening,Spain,88,331,Outdoor,32,No,2317
46,Female,Advanced,Afternoon,Belgium,70,349,Outdoor,112,Yes,1917
37,Male,Professional,Evening,United States,88,333,Indoor,110,Yes,1814
20,Male,Intermediate,Evening,Denmark,87,428,Outdoor,91,Yes,1411
40,Male,Intermediate,Morning,Netherlands,56,406,Any,113,No,1523
44,Female,Intermediate,Evening,Belgium,33,319,Outdoor,63,No,1881
40,Female,Advanced,Morning,Germany,68,336,Indoor,31,No,1070
34,Female,Beginner,Evening,Netherlands,69,89,Any,72,Yes,2470
33,Female,Intermediate,Afternoon,Portugal,85,457,Outdoor,82,No,2360
30,Male,Professional,Afternoon,Brazil,41,171,Any,38,Yes,2243
52,Female,Intermediate,Morning,France,47,292,Indoor,57,Yes,1736
51,Male,Advanced,Afternoon,Chile,74,447,Any,102,No,1470
48,Female,Advanced,Afternoon,Qatar,62,396,Indoor,98,No,2150
34,Male,Advanced,Afternoon,Portugal,41,97,Outdoor,82,No,2488
22,Female,Advanced,Afternoon,United Kingdom,42,475,Any,80,No,1406
52,Female,Intermediate,Afternoon,United States,68,27,Outdoor,102,Yes,1697
55,Female,Beginner,Afternoon,Denmark,30,321,Any,42,No,1846
19,Female,Intermediate,Evening,United Kingdom,71,119,Indoor,104,Yes,2396
45,Female,Intermediate,Evening,Finland,54,257,Indoor,56,No,1548
55,Male,Intermediate,Morning,United Kingdom,58,369,Outdoor,76,Yes,1620
51,Male,Professional,Afternoon,Spain,75,81,Outdoor,109,No,1069
29,Female,Advanced,Afternoon,Germany,64,90,Indoor,61,Yes,2288
48,Female,Beginner,Afternoon,Sweden,80,183,Outdoor,63,Yes,1056
46,Female,Advanced,Evening,Saudi Arabia,71,242,Indoor,104,Yes,1627
24,Male,Beginner,Afternoon,Brazil,37,267,Any,43,No,1757
22,Male,Professional,Morning,Chile,88,199,Outdoor,30,No,1516
48,Male,Professional,Afternoon,Denmark,61,249,Outdoor,57,No,1714
48,Female,Intermediate,Evening,France,56,270,Indoor,73,Yes,1000
35,Female,Advanced,Evening,Argentina,34,366,Outdoor,33,No,2497
52,Male,Beginner,Evening,Germany,80,415,Outdoor,102,No,1138
28,Female,Beginner,Morning,Saudi Arabia,36,71,Indoor,38,No,2296
50,Male,Professional,Morning,Italy,50,273,Outdoor,55,Yes,1435
18,Female,Advanced,Evening,Portugal,84,213,Outdoor,73,No,1027
33,Male,Professional,Morning,Chile,81,488,Outdoor,37,Yes,2402
33,Male,Intermediate,Evening,United States,85,43,Outdoor,72,No,2459
34,Female,Beginner,Afternoon,Qatar,72,237,Indoor,70,Yes,1955
48,Female,Advanced,Morning,Italy,86,109,Indoor,65,Yes,1252
30,Female,Advanced,Afternoon,United States,39,95,Outdoor,52,No,1179
29,Female,Professional,Afternoon,Sweden,68,380,Outdoor,63,Yes,2141
37,Female,Professional,Morning,Chile,85,272,Any,98,Yes,2099
43,Female,Professional,Afternoon,Qatar,31,271,Indoor,41,No,2094
55,Male,Advanced,Afternoon,Chile,54,117,Any,85,No,1907
28,Female,Professional,Evening,Qatar,51,399,Any,48,No,1486
39,Male,Advanced,Evening,Lebanon,31,135,Outdoor,60,No,2002
34,Female,Beginner,Morning,Denmark,38,298,Indoor,50,No,1000
34,Female,Advanced,Afternoon,Mexico,37,388,Indoor,34,No,1422
23,Male,Advanced,Morning,Chile,67,403,Outdoor,108,Yes,2171
20,Female,Intermediate,Evening,Finland,52,69,Any,51,Yes,1723
30,Female,Intermediate,Morning,Qatar,47,226,Outdoor,57,Yes,2029
23,Male,Beginner,Morning,Germany,66,301,Indoor,43,Yes,2340
24,Male,Advanced,Afternoon,Denmark,34,135,Any,74,No,2395
34,Male,Intermediate,Evening,United States,77,49,Indoor,80,No,1832
39,Male,Beginner,Afternoon,Spain,38,203,Indoor,73,No,2253
24,Female,Beginner,Morning,Brazil,88,116,Indoor,115,Yes,1558
27,Female,Intermediate,Evening,Netherlands,49,428,Outdoor,79,No,1860
55,Female,Professional,Afternoon,Finland,85,158,Indoor,119,Yes,1067
52,Female,Intermediate,Afternoon,Qatar,31,203,Indoor,45,Yes,1938
43,Male,Advanced,Morning,Qatar,38,439,Indoor,83,Yes,1928
48,Female,Professional,Evening,Lebanon,32,415,Indoor,97,No,2382
45,Female,Beginner,Afternoon,Denmark,45,286,Indoor,40,No,1954
25,Male,Beginner,Evening,United Arab Emirates,71,19,Indoor,52,No,1057
25,Male,Intermediate,Morning,Qatar,31,19,Outdoor,59,Yes,2056
55,Male,Beginner,Afternoon,Chile,85,297,Outdoor,39,No,2049
42,Female,Beginner,Morning,United States,48,432,Outdoor,78,Yes,1578
32,Female,Advanced,Afternoon,France,75,90,Any,94,No,1844
40,Male,Advanced,Evening,Mexico,89,281,Any,117,No,2348
40,Male,Professional,Morning,Argentina,68,414,Any,115,No,1749
20,Female,Intermediate,Afternoon,Mexico,88,449,Any,116,Yes,1273
35,Female,Professional,Afternoon,United Kingdom,43,179,Outdoor,33,Yes,1960
28,Female,Advanced,Evening,Netherlands,32,111,Indoor,89,Yes,2289
21,Male,Beginner,Afternoon,United Kingdom,34,336,Indoor,108,No,2337
45,Female,Intermediate,Afternoon,Qatar,47,339,Indoor,39,No,1217
49,Male,Beginner,Evening,Brazil,49,444,Any,106,No,2242
44,Female,Professional,Evening,Chile,46,390,Indoor,56,Yes,2359
36,Male,Professional,Morning,Sweden,81,179,Indoor,87,Yes,1855
20,Female,Advanced,Morning,Lebanon,40,376,Indoor,55,Yes,1547
49,Male,Professional,Afternoon,France,46,450,Outdoor,92,Yes,2107
47,Male,Professional,Morning,Mexico,48,51,Any,53,No,1000
25,Female,Professional,Morning,Italy,86,418,Indoor,50,Yes,2127
39,Male,Professional,Evening,Saudi Arabia,51,194,Outdoor,49,No,1183
42,Male,Beginner,Afternoon,Mexico,79,117,Any,57,Yes,2102
18,Male,Beginner,Afternoon,Italy,41,126,Any,119,No,2177
18,Male,Beginner,Evening,Qatar,38,242,Indoor,107,Yes,1927
55,Male,Intermediate,Morning,Belgium,49,333,Any,63,No,1111
52,Female,Professional,Evening,Finland,78,178,Any,36,No,1787
28,Female,Professional,Evening,Brazil,88,461,Indoor,56,Yes,1063
27,Female,Advanced,Morning,Saudi Arabia,86,449,Outdoor,48,No,1569
24,Male,Intermediate,Morning,France,42,259,Outdoor,95,Yes,1465
46,Female,Beginner,Morning,France,46,396,Any,109,Yes,1835
37,Female,Beginner,Evening,Finland,49,130,Outdoor,116,Yes,1563
32,Male,Beginner,Evening,Argentina,44,109,Any,92,Yes,1230
50,Female,Professional,Morning,Spain,34,128,Outdoor,65,No,2103
52,Female,Beginner,Afternoon,Sweden,84,55,Any,86,No,1901
19,Female,Professional,Evening,Chile,32,124,Outdoor,78,No,1395
28,Male,Professional,Morning,Argentina,79,151,Indoor,80,Yes,2154
34,Male,Advanced,Morning,United Kingdom,52,113,Outdoor,112,No,1676
46,Male,Advanced,Evening,Belgium,75,28,Outdoor,53,Yes,1702
